SampleName,E1,E2,E3,E4,E5,B1,B2,B3,Q1,Q2,Q3,V1,V2,V3,P1,P2,P3,P4,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,RAFT,E6,E7,E8,E9,E10,E11,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,V4,V5,V6,V7,V8,V9,P5,P6,P7,P9,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
1m,-0.2209,0.254311,0.026711,0.140511,8.787346221,1.38988494,0.82017657,1.16533139,-0.0135,0.1886,0.8288,55.6,34.1,22,16.32857157,39.57132883,8.327453844,4.383668357,2.083333333,2.083333333,1.284722222,1.284722222,0.513551941,9.125,105.16,96.088,105.0704253,41,1,-0.012414593,-0.062248386,0.062248386,0.012414593,1.125,1.75,2.125,13.85659694,10.17071031,1.799260706,-1.887211483,1.983112288,-1.704480745,5.20318933,1.425324729,1.903491193,2.832085835,141.3842989,5.819990956,4.964101615,4.964101615,3.931851653,2.776709006,2.776709006,1.699358737,1.699358737,1.132905825,1.132905825,0.645489009,0.645489009,-0.78,91.36757728,5.358504155,2.508347808,1.093537203,50.16128735,0,0,0,0,0,0,0,0,0,0,37.25557254,11.98427311,0,0,0,0,0,0,0,6.9237372,0,42.31610846,0,0,0,0,0,0,0,0,6.420821623,12.48718869,30.33183534,0,0,0,0,0,0,0,0,0,0,5.563451492,0,25.12283841,18.55355576,0,0,0,0,0,1.284722222,0,10.26157407,2.083333333,2.037037037,0,0.125,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.680124019,1,2.25889,35.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z01-r01,-0.285699,-0.047755,-0.166727,0.118972,8.405339071,0.116825356,2.49192725,1.74350555,0.89830355,1.39140689,0,0,0,0.92784009,0.92582119,0.926497037,-0.1569,0.5336,0.4003,0.4669,-0.1333,1.4932,0.0517,0.2108,0.2134,0.2121,0.0026,0.6782,30.9,21.6,14.5,45.7,27.8,16.2,16.23505985,37.07167719,8.646463482,3.195141153,4.391203704,4.391203704,1.546296296,1.546296296,0.447139783,6.25,92.188,88.156,91.97544213,24,0,0.033855097,-0.12584165,0.12584165,0.033855097,2,2.25,2.25,32.1808098,11.89885138,1.461282392,-1.563409448,1.775960432,-1.376633195,8.198277641,2.537268996,1.370950594,2.296835262,18,3.414213562,2.39384685,4.026840012,1.914213562,0.879652811,2.638958434,0.331927305,1.573132185,0.096225045,0.866025404,0,0,0.44,6.854752972,4.44,3.44,2.44,35.58608341,0,0,0,0,0,0,0,0,0,11.76188495,12.21787344,6.255769184,4.699514879,0,0,28.67927327,0,0,0,0,6.255769184,0,0,0,0,0,0,23.97975839,10.95528406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.46139983,6.255769184,12.21787344,0,1.625,5.9375,0,0,0,0,0,1.9375,0,0,0.5,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,3.8184,0,1.3066,27.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1m,-0.2209,0.254311,0.026711,0.140511,8.787346221,1.38988494,0.82017657,1.16533139,-0.0135,0.1886,0.8288,55.6,34.1,22,16.32857157,39.57132883,8.327453844,4.383668357,2.083333333,2.083333333,1.284722222,1.284722222,0.513551941,9.125,105.16,96.088,105.0704253,41,1,-0.012414593,-0.062248386,0.062248386,0.012414593,1.125,1.75,2.125,13.85659694,10.17071031,1.799260706,-1.887211483,1.983112288,-1.704480745,5.20318933,1.425324729,1.903491193,2.832085835,141.3842989,5.819990956,4.964101615,4.964101615,3.931851653,2.776709006,2.776709006,1.699358737,1.699358737,1.132905825,1.132905825,0.645489009,0.645489009,-0.78,91.36757728,5.358504155,2.508347808,1.093537203,50.16128735,0,0,0,0,0,0,0,0,0,0,37.25557254,11.98427311,0,0,0,0,0,0,0,6.9237372,0,42.31610846,0,0,0,0,0,0,0,0,6.420821623,12.48718869,30.33183534,0,0,0,0,0,0,0,0,0,0,5.563451492,0,25.12283841,18.55355576,0,0,0,0,0,1.284722222,0,10.26157407,2.083333333,2.037037037,0,0.125,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.680124019,1,2.25889,35.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z02-r01,-0.303952,-0.059198,-0.181575,0.122377,8.171470129,0.134704563,2.50374371,1.6621109,1.67036728,1.38810248,0,0,0,0.92524529,0.92366276,0.924717323,-0.118,0.4934,0.3677,0.4306,-0.1257,1.3806,0.0585,0.1769,0.1891,0.183,0.0122,0.5869,33.8,27.1,18.9,49.4,33.7,20.5,17.18288245,37.71381759,8.824930203,4.592031388,5.156635802,5.156635802,0.476851852,0.476851852,0.359181441,7.6,126.633,123.609,125.9364698,30,0,0.136264138,-0.10595536,0.136264138,0.10595536,2,2.2,2.2,35.4964401,11.86886311,1.747237224,-1.726539802,1.992393312,-1.594157493,8.255573124,2.534508235,1.378783493,2.847378923,42.91260938,4.28445705,2.694461054,5.083383162,2.27005561,1.005478817,3.016436452,0.441760829,2.751102585,0.160485008,1.444365075,0,0,0.73,9.651484454,5.73,2.94141649,4.73,45.88934964,0,3.655781125,0,0,0,0,0,0,0,11.76188495,23.81881333,6.255769184,0,0,0,39.23647941,0,0,0,0,6.255769184,0,0,0,0,0,0,35.58069828,9.911550308,0,0,0,0,0,0,0,0,0,0,0,0,3.655781125,0,11.76188495,0,6.255769184,12.21787344,11.60093989,0.476851852,10.95833333,0,0,0,0,0,1.842592593,0,0,0.5,5,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,3.370863298,0,1.8731,31.966,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1m,-0.2209,0.254311,0.026711,0.140511,8.787346221,1.38988494,0.82017657,1.16533139,-0.0135,0.1886,0.8288,55.6,34.1,22,16.32857157,39.57132883,8.327453844,4.383668357,2.083333333,2.083333333,1.284722222,1.284722222,0.513551941,9.125,105.16,96.088,105.0704253,41,1,-0.012414593,-0.062248386,0.062248386,0.012414593,1.125,1.75,2.125,13.85659694,10.17071031,1.799260706,-1.887211483,1.983112288,-1.704480745,5.20318933,1.425324729,1.903491193,2.832085835,141.3842989,5.819990956,4.964101615,4.964101615,3.931851653,2.776709006,2.776709006,1.699358737,1.699358737,1.132905825,1.132905825,0.645489009,0.645489009,-0.78,91.36757728,5.358504155,2.508347808,1.093537203,50.16128735,0,0,0,0,0,0,0,0,0,0,37.25557254,11.98427311,0,0,0,0,0,0,0,6.9237372,0,42.31610846,0,0,0,0,0,0,0,0,6.420821623,12.48718869,30.33183534,0,0,0,0,0,0,0,0,0,0,5.563451492,0,25.12283841,18.55355576,0,0,0,0,0,1.284722222,0,10.26157407,2.083333333,2.037037037,0,0.125,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.680124019,1,2.25889,35.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z03-r01,-0.311319,-0.045588,-0.1784535,0.1328655,7.526408285,0.119841688,2.48978034,1.61343419,1.75035126,1.39346141,0,0,0,0.92620433,0.92514744,0.925851487,-0.1391,0.3763,0.4071,0.3917,0.0308,1.1266,0.0547,0.3661,0.2062,0.2862,-0.16,0.823,32.2,24.5,16.2,47.5,30.7,17.8,16.22582791,38.29348567,8.680156605,3.483760474,11.125,11.125,0.49537037,-0.49537037,0.342963631,7.6,110.178,107.154,109.9660203,30,0,0.219501168,-0.186485269,0.219501168,0.186485269,2,2.2,2.2,32.18108672,11.78512288,1.775480827,-1.706773057,1.952774922,-1.623846122,8.216310313,0.85292913,1.378783493,2.847378923,42.91260938,4.28445705,2.694461054,4.327454216,2.27005561,1.005478817,2.638471979,0.441760829,1.825282486,0.160485008,0.981455025,0,0,0.37,9.651484454,5.37,2.598832952,4.37,39.75161882,0,0,0,4.450368652,0,0,0,0,4.390415048,0,11.76188495,18.47364263,0,0,4.390415048,28.43012704,0,0,0,0,6.255769184,0,0,0,0,4.390415048,0,23.97975839,10.70613784,0,0,0,0,0,0,0,0,4.450368652,4.390415048,0,0,0,11.76188495,0,6.255769184,0,12.21787344,0,10.62962963,4.9375,0,0,0,0,0,1.599537037,0,0,0.5,5,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2.79114659,0,1.6038,27.221,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1m,-0.2209,0.254311,0.026711,0.140511,8.787346221,1.38988494,0.82017657,1.16533139,-0.0135,0.1886,0.8288,55.6,34.1,22,16.32857157,39.57132883,8.327453844,4.383668357,2.083333333,2.083333333,1.284722222,1.284722222,0.513551941,9.125,105.16,96.088,105.0704253,41,1,-0.012414593,-0.062248386,0.062248386,0.012414593,1.125,1.75,2.125,13.85659694,10.17071031,1.799260706,-1.887211483,1.983112288,-1.704480745,5.20318933,1.425324729,1.903491193,2.832085835,141.3842989,5.819990956,4.964101615,4.964101615,3.931851653,2.776709006,2.776709006,1.699358737,1.699358737,1.132905825,1.132905825,0.645489009,0.645489009,-0.78,91.36757728,5.358504155,2.508347808,1.093537203,50.16128735,0,0,0,0,0,0,0,0,0,0,37.25557254,11.98427311,0,0,0,0,0,0,0,6.9237372,0,42.31610846,0,0,0,0,0,0,0,0,6.420821623,12.48718869,30.33183534,0,0,0,0,0,0,0,0,0,0,5.563451492,0,25.12283841,18.55355576,0,0,0,0,0,1.284722222,0,10.26157407,2.083333333,2.037037037,0,0.125,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.680124019,1,2.25889,35.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z04-r01,-0.315505,-0.096018,-0.2057615,0.1097435,9.112156984,0.192894317,2.29404881,1.57756687,1.33574324,1.38275585,3.26317184,3.26317184,3.26317184,0.92269306,0.9221838,0.922354893,-0.0826,0.4881,0.3441,0.4161,-0.144,1.4578,0.0887,0.1962,0.1825,0.1894,-0.0137,0.6635,33.8,26.9,19.1,48.8,33.2,20.9,17.03194127,37.62880586,8.811587633,4.542574449,7.922731481,7.922731481,0.398148148,0.398148148,0.44536999,6.666666667,117.198,114.174,116.9706911,32,0,0.147667032,-0.190922691,0.190922691,0.147667032,2,2.5,2.5,32.18099109,10.92057088,1.808330602,-1.727481453,1.926805729,-1.723245207,8.228899435,1.559585665,1.650022422,3.32839416,91.45654517,4.991563832,3.263710176,4.896703338,2.808060412,1.290103379,2.923096541,0.603385023,2.08654827,0.276682499,1.330047497,0.045643546,0.136930639,-0.07,19.80026906,5.93,3.132839757,2.184452926,46.34360521,0,10.26582062,0,0,0,0,0,0,5.261891555,11.76188495,12.21787344,6.255769184,0,0,0,28.1763577,5.261891555,0,0,0,6.255769184,0,0,6.069221313,0,0,0,23.97975839,10.45236849,0,11.33111287,0,0,0,0,0,23.79,0,0,0,0,4.196599303,0,11.76188495,6.255769184,6.069221313,12.21787344,5.261891555,0.398148148,5.753472222,0,7.922731481,0,0,1.809027778,1.783287037,0,0,0.333333333,6,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3.096289959,0,1.20038,31.726,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1m,-0.2209,0.254311,0.026711,0.140511,8.787346221,1.38988494,0.82017657,1.16533139,-0.0135,0.1886,0.8288,55.6,34.1,22,16.32857157,39.57132883,8.327453844,4.383668357,2.083333333,2.083333333,1.284722222,1.284722222,0.513551941,9.125,105.16,96.088,105.0704253,41,1,-0.012414593,-0.062248386,0.062248386,0.012414593,1.125,1.75,2.125,13.85659694,10.17071031,1.799260706,-1.887211483,1.983112288,-1.704480745,5.20318933,1.425324729,1.903491193,2.832085835,141.3842989,5.819990956,4.964101615,4.964101615,3.931851653,2.776709006,2.776709006,1.699358737,1.699358737,1.132905825,1.132905825,0.645489009,0.645489009,-0.78,91.36757728,5.358504155,2.508347808,1.093537203,50.16128735,0,0,0,0,0,0,0,0,0,0,37.25557254,11.98427311,0,0,0,0,0,0,0,6.9237372,0,42.31610846,0,0,0,0,0,0,0,0,6.420821623,12.48718869,30.33183534,0,0,0,0,0,0,0,0,0,0,5.563451492,0,25.12283841,18.55355576,0,0,0,0,0,1.284722222,0,10.26157407,2.083333333,2.037037037,0,0.125,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.680124019,1,2.25889,35.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z05-r01,-0.278431,-0.058454,-0.1684425,0.1099885,9.091859604,0.128981102,2.27057722,1.53757554,1.2029445,1.38820987,1.41698925,0.79118931,1.204755353,0.92457125,0.81336262,0.895916453,-0.158,0.4575,0.281,0.3692,-0.1765,1.3567,0.0441,0.1513,0.1417,0.1465,-0.0096,0.5383,36.4,30.5,23.4,52,37.1,25.6,18.54263165,42.82755156,9.071582493,5.512133508,5.084722222,5.084722222,0.958888889,0.958888889,0.591313426,9.3,168.286,160.222,168.0067423,52,0,0.077508815,-0.117462631,0.117462631,0.077508815,1.3,1.9,2.4,32.18099238,10.23777503,1.941069174,-1.961150583,2.08982334,-1.870430885,8.227924462,1.686605451,2.048167391,2.852627929,215.9590175,7.397341225,5.703247927,7.336241089,4.842535255,2.977180183,4.610173345,1.857607028,3.340770275,1.194886735,2.537082067,0.692086746,1.199954534,-0.34,237.5874173,7.763519669,3.737475293,1.820856955,70.64317762,0,0,0,0,0,0,0,0,0,11.76188495,42.54970879,11.81922068,0,4.196599303,0,28.1763577,0,0,0,0,6.255769184,35.89528683,0,0,0,0,0,23.97975839,10.45236849,0,0,5.563451492,30.33183534,0,0,0,0,0,0,0,0,0,9.760050794,0,11.76188495,36.58760453,0,12.21787344,0.958888889,6.694074074,0,0,1.143518519,0,10.04148148,1.99537037,0,0,0.125,10,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,1,0,0,0,0,0,2.901596295,1,2.7251,51.657,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1m,-0.2209,0.254311,0.026711,0.140511,8.787346221,1.38988494,0.82017657,1.16533139,-0.0135,0.1886,0.8288,55.6,34.1,22,16.32857157,39.57132883,8.327453844,4.383668357,2.083333333,2.083333333,1.284722222,1.284722222,0.513551941,9.125,105.16,96.088,105.0704253,41,1,-0.012414593,-0.062248386,0.062248386,0.012414593,1.125,1.75,2.125,13.85659694,10.17071031,1.799260706,-1.887211483,1.983112288,-1.704480745,5.20318933,1.425324729,1.903491193,2.832085835,141.3842989,5.819990956,4.964101615,4.964101615,3.931851653,2.776709006,2.776709006,1.699358737,1.699358737,1.132905825,1.132905825,0.645489009,0.645489009,-0.78,91.36757728,5.358504155,2.508347808,1.093537203,50.16128735,0,0,0,0,0,0,0,0,0,0,37.25557254,11.98427311,0,0,0,0,0,0,0,6.9237372,0,42.31610846,0,0,0,0,0,0,0,0,6.420821623,12.48718869,30.33183534,0,0,0,0,0,0,0,0,0,0,5.563451492,0,25.12283841,18.55355576,0,0,0,0,0,1.284722222,0,10.26157407,2.083333333,2.037037037,0,0.125,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.680124019,1,2.25889,35.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z06-r01,-0.308665,-0.075665,-0.192165,0.1165,8.583690987,0.15848664,2.36290271,1.60919073,1.07720044,1.37791188,1.63938106,1.60550052,1.628087027,0.92328213,0.92123205,0.9219192,-0.1033,0.496,0.3707,0.4334,-0.1253,1.4346,0.0728,0.2035,0.2026,0.203,-0.0009,0.6721,36.7,30.9,22.3,51.8,37,24.1,16.5521149,39.70218252,8.821800947,4.810557914,11.2874537,11.2874537,0.538194444,-4.296875,0.498285903,11.5,160.185,157.161,159.9628268,48,0,0.431827786,-0.164702465,0.431827786,0.164702465,1.5,1.875,1.875,32.18099501,10.78207063,2.324722865,-2.016895678,2.224149248,-2.157032039,8.22402812,-0.05314163,1.620335266,3.823378455,95.19188266,6.78445705,3.95039,5.583383162,3.481380475,1.63344329,3.266436452,0.989340693,2.47250394,0.416850431,1.750551293,0.115727512,0.347182537,0.23,35.64737585,8.23,2.681409373,2.515890609,54.44763174,0,0,4.196599303,0,0,6.176298517,0,0,13.17124514,11.76188495,12.21787344,6.255769184,0,0,13.17124514,28.1763577,0,0,0,6.176298517,6.255769184,0,0,0,0,13.17124514,0,23.97975839,16.628667,0,0,0,0,0,0,0,0,10.37289782,13.17124514,0,0,11.76188495,0,6.255769184,0,0,12.21787344,0,32.94337963,4.46875,0,0,0,0,0,-2.995462963,0,0,0.666666667,8,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,2.758499893,0,2.2391,32.168,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
